group_name,model_tl,grouping_basis,explicit_members,supporting_taxa,membership_source,source_relationship,source_location,source_url,notes
Clupeids,2.948937447829219,taxonomic,Sardinella longiceps; S. fimbriata; S. gibbosa; Thryssa mystax; Dussumieria acuta; Escualosa thoracata; Pellona sp.; Opisthopterus tardoore,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Anchovies,3.48821610547874,taxonomic,Stolephorus devisi; S. waitei; S.commersonii; S. indicus; Bregmaceros mcclellandi,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Crabs & Lobster,2.893395127873073,taxonomic,Portunus sanguinolentus; P . pelagicus; Charybdis cruciata; Panulirus sp.,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Shrimps,3.015458331743569,taxonomic,Metapenaeus monoceros; M. dobsoni; Parapenaeopsis stylifera; Solenocera choprai; Trachypenaeus sp.; Aristeus sp.,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Benthic Omnivores,2.551475351472505,size; habitat; feeding guild,Cynoglossus macrostomus; Plotosus sp.; Fistularia sp.; Oratosquilla nepa,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Heterotrophic Benthos,2.323447957672929,taxonomic,Bivalves; Gastropods; Echinoderms; Benthic crabs; Amphipods; Isopods,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Meiobenthos,2.023493360572012,taxonomic,Annelids; Polychaetes; Foraminiferans; Hydrozoans,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Micro Nekton,3.241531914893617,taxonomic,Jellyfish; Juvenile fishes; Leptocephalus; Eel elvers,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Large zooplankton,2.584,taxonomic,Alima larva; Cypris; Calanus sp; Zoea of crab; Megalopa; Cladocerans; Sagitta; Mysids; Lucifer larva; Medusa; Siphonophores,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Micro Zooplankton,2,taxonomic,Fish eggs; Decapod eggs and larvae; Bivalve larvae; Tintinnids,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Phytoplankton,1,taxonomic,Fragilaria; Coscinodiscus; Thalassiothrix; Pleurosigma; Flavella; Asterionella; Skeletonema; Rhizosolenia; Chaetoceros; Nitzchia; Noctiluca; Ceratium,,CMFRI Bulletin 51 (2005),direct source,"CMFRI Bulletin 51, Components of Ecological Groupings, printed pp.11-12 / PDF pp.21-22",https://eprints.cmfri.org.in/3945/,
Detritus,1,non-living,,,CMFRI Bulletin 51 (2005),direct source,CMFRI Bulletin 51 printed p.20,https://eprints.cmfri.org.in/3945/,Non-living organic material; group account printed p.20.
diet_import,1,non-living,,,CMFRI Bulletin 51 (2005),direct source,model JSON,https://eprints.cmfri.org.in/3945/,External diet source added in database; no biological membership.
