group_name,model_tl,grouping_basis,explicit_members,supporting_taxa,membership_source,source_relationship,source_location,source_url,notes
Cephalopods,3.29081348223872,taxonomic,Loligo edulis; L. chinensis,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.326-327",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Cephalopoda, dominated by Loligo squid."
Threadfin bream (nemipterids),3.210667554973283,taxonomic,Nemipterus virgatus; N. bathybius; N. japonicus,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.327",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Nemipteridae.
Bigeyes (priacanthids),3.471984562385465,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.327-328",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Priacanthidae.
Lizard fish (synodontids),3.856614847729229,taxonomic,Saurida tumbil; S. undosquamis,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.328-329",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Synodontidae.
Juvenile Hairtail (trichiurids),3.878329620318159,life stage,Trichiurus lepturus,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.329-330",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Family Trichiuridae, juvenile stanza younger than 18 months."
Adult hairtail (trichiurids),3.913681634309746,life stage,Trichiurus lepturus,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.329-330",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Family Trichiuridae, adult stanza from 18 months."
Pomfret (stromateids),3.587017325582895,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.331",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Stromateidae. Other pomfret-like families are excluded from the stated taxonomic definition.
Snappers,3.769209176753436,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.331-332",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Lutjanidae.
Adult groupers,3.759047426500872,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.332",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Family Serranidae; the final table calls this Adult groupers but supplies no separate juvenile grouper compartment.
Croakers (≤ 30 cm),3.312753045334324,size; taxonomic,Agyrosomus spp.; Pennahia spp.; Pennahia (Agyrosomus) argentatus,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.333-334",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Small Sciaenidae <=30 cm; Pennahia is explicitly listed despite differing SAU size classes.
Juvenile large croakers,3.238588184699975,life stage,Larimichthys crocea,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.334-335",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Large Sciaenidae >30 cm maximum length, immature fish younger than 24 months."
Croakers (> 30 cm),3.472838939946794,life stage,Larimichthys crocea,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.334-335",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Large Sciaenidae >30 cm maximum length, adult fish from 24 months."
Demesral fish (≤ 30 cm),3.00931693541396,habitat; size,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.335",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Demersal fish with maximum total length <=30 cm, except taxa in dedicated groups."
Juvenile demersal fish (> 30 cm),3.043612179667134,life stage,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.336-337",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Demersal fish with maximum total length >30 cm, juvenile stanza; dedicated groups excluded."
Adult demersal fish (> 30 cm),3.427086988746579,life stage,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.336-337",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Demersal fish with maximum total length >30 cm, adult stanza from 18 months; dedicated groups excluded."
Benthopelagic fish,2.780602456126404,habitat,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.337-338; Table 6.1",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Final table has one Benthopelagic fish group. Appendix separately describes small <=30 cm and large >30 cm benthopelagic fish; their relationship to the final single pool is not resolved.
Melon seed,3.03486548350679,single stock,Psenopsis anomala,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.332-333",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Psenopsis anomala.
Pelagic fish (≤ 30 cm),2.781666666666666,habitat; size,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.338-339",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Pelagic fish with maximum total length <=30 cm, including sardines, thryssa and anchovies."
Juvenile large pelagic fish,2.893396853714223,life stage,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.339",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Pelagic fish with maximum total length >30 cm, juvenile stanza; source paragraph mistakenly says demersal, but heading, examples and stanza names establish pelagic."
Pelagic fish (> 30 cm),3.367201063009562,life stage,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.339",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,"Pelagic fish with maximum total length >30 cm, adult stanza from 18 months; includes scombrids."
Demersal sharks and rays,3.509427430945212,habitat; taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.340",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Demersal elasmobranchs. No species list documented.
Pelagic sharks and rays,3.989708938669605,habitat; taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.340",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Pelagic elasmobranchs. No species list documented.
Seabirds,3.414700950377541,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.341",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Seabirds; no species list documented.
Pinnipeds,4.146384704092291,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.341",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Pinnipeds; no species list documented.
Other mammals,3.922805246334676,residual pool,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.341",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Other marine mammals; no species list documented.
Marine turtles,2.972461641294619,taxonomic,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.341",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Marine turtles; no species list documented.
Detritus,1,non-living,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.341",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,Non-living detritus.
diet_import,1,non-living,,,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356",direct source,"Cheung (2007), Appendix 6.1, printed pp.322-341 / PDF pp.337-356 p.model JSON",https://open.library.ubc.ca/collections/ubctheses/831/items/1.0074894,External diet source added in database.
