unit_id,source_article_id,title,role,file_label,relative_path,sha256,source_url
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_3-e7003585.tif,e7003585cb0912d78ba5c9df7d7650aa2c0fc3ea891ed3d369c80c9e2f38d799,https://ndownloader.figshare.com/files/1461549
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_4-90d97b5e.tif,90d97b5ec5d5fccc6bb30e53dd16cd647991dada662e3fdc459835abecc81757,https://ndownloader.figshare.com/files/1461550
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_5-19277431.tif,1927743102552975549476d9cdbffdb31e76b7f129646e8e841bd1119e35cf50,https://ndownloader.figshare.com/files/1461551
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_6-72598cf7.tif,72598cf71b223436cc4049c475a7ed0340ec85ae3dbcfe1f01d6f586b5f367b8,https://ndownloader.figshare.com/files/1461552
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_7-9afffa3e.tif,9afffa3e8c0dc309a0274bf1e3590ff26bf2c6867198d772ca4b5d1f5b2fd576,https://ndownloader.figshare.com/files/1461553
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_8-0821f99b.tif,0821f99b155ba6c57d8b914961d99a66f5f5f4ece10ec1fda356558b0c352443,https://ndownloader.figshare.com/files/1461554
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,figure,,archive/regions/LME_027/CAN-2014/Figure_9-c1b9a6c4.tif,c1b9a6c46b50ef2aa29f1b0d35c73145dcfb038ee3c9a943b71325e1988f2555,https://ndownloader.figshare.com/files/1461555
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,supplement,,archive/regions/LME_027/CAN-2014/Table_1-f0424c0e.xls,f0424c0e1b7cae2c810ed90868ebafd7015c32242b415cfda40f0989eb925ad0,https://ndownloader.figshare.com/files/1461556
LME_027,CAN-2014,Marine protected areas and trophic functioning: Banc d'Arguin and Mauritanian Shelf,supplement,,archive/regions/LME_027/CAN-2014/Table_2-3434d627.xls,3434d62744d53e6810af2b79184fef62e92e5295334b92a40dd879301ec3f4ce,https://ndownloader.figshare.com/files/1461557
LME_028,GUI-2004,West African marine ecosystems: models and fisheries impacts,main,,archive/regions/LME_028/GUI-2004/Palomares-et-al-west-africa-ecosystems-bd6604d6.pdf,bd6604d63f9b2bf3457fa84d97c1ea414a65c553147b1f9119588e43254d87bf,https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf
HS_077,ETP-2003,A model of the pelagic ecosystem in the eastern tropical Pacific Ocean,main,,archive/regions/HS_077/ETP-2003/Olson_Watters_2003_ETP-c037fcbc.pdf,c037fcbcc0ac55852fdf73ed8c24801b57b40c5ef5be7124360557f911f0179b,https://www.iattc.org/en-US/Publication/Commission/Bulletin
LME_035,GOT-2003,Trophic model of the coastal fisheries ecosystem in the Gulf of Thailand,main,,archive/regions/LME_035/GOT-2003/content-d78aa261.pdf,d78aa261b62cc6592cbab508d0aade9554851ffdacd47eee39e34b1950c8b33c,https://digitalarchive.worldfishcenter.org/bitstreams/7259a98a-93aa-4144-b151-4688457523ff/download
LME_022,NS-2025,Historical ecosystem models can serve as a baseline for indicator-based assessment: the North Sea,main,,archive/regions/LME_022/NS-2025/pdf-aa2228c7.pdf,aa2228c7174b72641f07a4ff6c613970a520ebdc9f044f13e1164254ae842ea8,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2025.1646031/pdf
LME_022,NS-2025,Historical ecosystem models can serve as a baseline for indicator-based assessment: the North Sea,supplement,,archive/regions/LME_022/NS-2025/Table_1_Historical_ecosystem_models_can_se-cb73b080.xlsx,cb73b08089e83cd5864da3c184ba8175ad19f5eb647039285bf000c3373d71d1,https://ndownloader.figshare.com/files/58452772
LME_022,NS-2025,Historical ecosystem models can serve as a baseline for indicator-based assessment: the North Sea,supplement,,archive/regions/LME_022/NS-2025/Data_Sheet_1_Historical_ecosystem_models_c-19b2c423.docx,19b2c423daed87d1b87a87f87d9f7ab1cc310e9d3ca23f5cc7ae23a122f4c338,https://ndownloader.figshare.com/files/58452769
LME_048,YS-2022,Differences between artificial-reef and natural-reef ecosystem characteristics in the Yellow Sea,main,,archive/regions/LME_048/YS-2022/pdf-fa496cf8.pdf,fa496cf8ef6e309ff8e21947771c396149bb5990c3328d8542cb24f0900b01c2,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2022.911714/pdf
HS_071,WCP-2007,An Ecopath with Ecosim model of the Western and Central Pacific Ocean warm-pool pelagic ecosystem,main,,archive/regions/HS_071/WCP-2007/download-0adcf55e.pdf,0adcf55ef7760865786bc2774b1fb147a6461a6fe0b128a943c8fce27c23f52f,https://meetings.wcpfc.int/file/1787/download
LME_050,SOJ-2023,"Impacts of regime shift on the fishery ecosystem in coastal Kyoto, Sea of Japan",main,,archive/regions/LME_050/SOJ-2023/Inoue_et_al_2023_Sea_of_Japan-eaca3b45.pdf,eaca3b45c0e93645aa071099876a4490ac5cac4418a3eb4472ef8a85188a46c3,https://doi.org/10.1007/s12562-023-01691-9
LME_050,SOJ-2023,"Impacts of regime shift on the fishery ecosystem in coastal Kyoto, Sea of Japan",supplement,Publisher online resources1–9 for Inoue2023,archive/regions/LME_050/SOJ-2023/12562_2023_1691_MOESM1_ESM-8d668bb0.docx,8d668bb077ed7149b8bd83a862d46911fabb16c3b34bb3553b399ecc7071602e,https://media.springernature.com/original/springer-static/esm/art%3A10.1007%2Fs12562-023-01691-9/MediaObjects/12562_2023_1691_MOESM1_ESM.docx
LME_014,PAT-2023,Wasp-waist structure of the Falkland Shelf ecosystem and the role of Doryteuthis gahi,main,,archive/regions/LME_014/PAT-2023/unveiling-the-wasp-waist-structure-of-the--6ddbcdca.pdf,6ddbcdcafa82dde6202023fa9e7168436024253636c5c26df7a68724d1069497,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1E8E9FA78843E0E5DB4F89D52469B698/S0025315423000887a.pdf/unveiling-the-wasp-waist-structure-of-the-falkland-shelf-ecosystem-the-role-of-doryteuthis-gahi-as-a-keystone-species-and-its-trophic-influences.pdf
LME_014,PAT-2023,Wasp-waist structure of the Falkland Shelf ecosystem and the role of Doryteuthis gahi,supplements,,archive/regions/LME_014/PAT-2023/S0025315423000887sup001-20a72b82.csv,20a72b820be5fd7ec7ea9c18961031353627d74be1a04b797d8aafe87e5305ba,https://static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS0025315423000887/resource/name/S0025315423000887sup001.csv
LME_014,PAT-2023,Wasp-waist structure of the Falkland Shelf ecosystem and the role of Doryteuthis gahi,supplements,,archive/regions/LME_014/PAT-2023/S0025315423000887sup003-30b6e11c.docx,30b6e11cc51d82c53163dd0e390e3c9c592557701ec6390dfe835e2cf00d62f3,https://static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS0025315423000887/resource/name/S0025315423000887sup003.docx
LME_003,CAL-2016,Developing a high taxonomic resolution food web model to assess the functional role of forage fish in the California Current ecosystem,main,Published article: Koehn et al. 2016,archive/regions/LME_003/CAL-2016/Koehn_etal_2016_HighResFoodWebForageCalCur-e8f7f130.pdf,e8f7f13015dcf9a694b65befb23dec91ecf2d2f63917d6aadbeae9b03c40864f,https://filelib.wildlife.ca.gov/public/TownetFallMidwaterTrawl/LFS_Synthesis/References/PredationEntrainment/Koehn_etal_2016_HighResFoodWebForageCalCurrent.pdf
LME_003,CAL-2016,Developing a high taxonomic resolution food web model to assess the functional role of forage fish in the California Current ecosystem,model_files,,archive/regions/LME_003/CAL-2016/master-8d6306e9.zip,8d6306e92e95425901100ea180012921949e9c3af2d7beeda9c92f5f628be0c0,https://github.com/koehnl/CalCurFoodWebModelECOMOD/archive/refs/heads/master.zip
LME_024,CELT-2017,Trophic models: what do we learn about Celtic Sea and Bay of Biscay ecosystems?,main,,archive/regions/LME_024/CELT-2017/49169-11e8d0b7.pdf,11e8d0b7fc05391548118e9aa81ad699166e5bae191038d033551baa3b0899a5,https://archimer.ifremer.fr/doc/00377/48771/49169.pdf
LME_026,MED-2022,Modelling the Mediterranean Sea ecosystem at high spatial resolution,main,,archive/regions/LME_026/MED-2022/s41598-022-18017-x-75a92a71.pdf,75a92a71a8925282375920beb6aa5acdea22af658e43d08a6f97363136511fad,https://www.nature.com/articles/s41598-022-18017-x.pdf
LME_026,MED-2022,Modelling the Mediterranean Sea ecosystem at high spatial resolution,supplements,,archive/regions/LME_026/MED-2022/41598_2022_18017_MOESM1_ESM-75e4d6d3.xlsx,75e4d6d3437d9c1fafe41f8ae936192f6328e0cf4a6c9a2885be3cf297679882,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41598-022-18017-x/MediaObjects/41598_2022_18017_MOESM1_ESM.xlsx
LME_026,MED-2022,Modelling the Mediterranean Sea ecosystem at high spatial resolution,supplement,,archive/regions/LME_026/MED-2022/41598_2022_18017_MOESM1_ESM-75e4d6d3.xlsx,75e4d6d3437d9c1fafe41f8ae936192f6328e0cf4a6c9a2885be3cf297679882,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41598-022-18017-x/MediaObjects/41598_2022_18017_MOESM1_ESM.xlsx
LME_026,MED-2022,Modelling the Mediterranean Sea ecosystem at high spatial resolution,supplement,,archive/regions/LME_026/MED-2022/41598_2022_18017_MOESM2_ESM-7d26163a.docx,7d26163aa9f7868524e4c116940d0ada6ba4162c4a45bbdaaf8b193392aa5e84,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41598-022-18017-x/MediaObjects/41598_2022_18017_MOESM2_ESM.docx
LME_029,BEN-2020,Temporal variability in the Southern Benguela over four decades,main,,archive/regions/LME_029/BEN-2020/pdf-00952390.pdf,0095239007a9bca1eb716bc317def44b540055c842c27b238cc188bd4c03765f,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2020.00540/pdf
LME_029,BEN-2020,Temporal variability in the Southern Benguela over four decades,supplement,,archive/regions/LME_029/BEN-2020/Data_Sheet_1_Exploring_Temporal_Variabilit-5c4a190c.pdf,5c4a190c9def7e92e57700755e9259528ebf960f66e7a1c0262d1763879a00b3,https://ndownloader.figshare.com/files/24119018
LME_002,GOA-2007,"Comparison of the Bering Sea, Gulf of Alaska and Aleutian Islands LMEs through food-web modelling",main,Original NOAA technical memorandum AFSC-178 (2007),archive/regions/LME_002/GOA-2007/noaa_22894_DS1-9dadd884.pdf,9dadd884031657e9a51741ef32a824083acf93a78c217a3a5b271fe83f3161d3,https://repository.library.noaa.gov/view/noaa/22894/noaa_22894_DS1.pdf
LME_001,EBS-2025,Updating and extending the Ecopath model of the southeastern Bering Sea,main,Original NOAA technical memorandum AFSC-498 (2025),archive/regions/LME_001/EBS-2025/noaa_70918_DS1-0aa6b497.pdf,0aa6b497ebf03a8dec8518ae9749b0d7514c8fd74469710825560464d575ed73,https://repository.library.noaa.gov/view/noaa/70918/noaa_70918_DS1.pdf
LME_059,ICE-2018,An overview of the marine food web in Icelandic waters using Ecopath with Ecosim,main,,archive/regions/LME_059/ICE-2018/1810-b5060b64.pdf,b5060b64c899dc4fcfc362079790a786400b743f50ebdd013f6e18fbe51ee4a0,https://arxiv.org/pdf/1810.00613
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",main,"Published Frontiers article, DOI732637",archive/regions/LME_020/BAR-2021/pdf-f91aa317.pdf,f91aa317f2bc192bd18418a8d1019f19973735120f69b562dd31468347c0940a,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2021.732637/pdf
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Table_2_Overexploitation_Recovery_and_Warm-a27e8aa0.pdf,a27e8aa0094daf8f630061253bc4cd2f02d34d93a30e1212253da8c42bd6c4ab,https://ndownloader.figshare.com/files/30806341
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Table_3_Overexploitation_Recovery_and_Warm-78915762.pdf,78915762947385b7721a3bce615be7bc30c5ffd58731420c3154fee8ad5840a7,https://ndownloader.figshare.com/files/30806344
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Table_4_Overexploitation_Recovery_and_Warm-a437ba33.pdf,a437ba33a6f0224b1c67ceef5c43d0dd3914b7ccd96efcaf5377db8eb42d774e,https://ndownloader.figshare.com/files/30806347
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_8_Overexploitation_Recovery_and-55c98e38.pdf,55c98e38bb9c47ccf5c28660bb8d95f2cd4c1fd41aef61102f427e3053d4a119,https://ndownloader.figshare.com/files/30806332
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_9_Overexploitation_Recovery_and-bb2b7e9b.pdf,bb2b7e9b4c21f9825ddbeaf5a0a8eaab5515cb3550d049e95aee1df029356b0f,https://ndownloader.figshare.com/files/30806335
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Table_1_Overexploitation_Recovery_and_Warm-77ffe81f.pdf,77ffe81f87fb25908655877d70563f927bb9ef09fb78802c0105b90c7962f114,https://ndownloader.figshare.com/files/30806338
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_5_Overexploitation_Recovery_and-038ab904.pdf,038ab9040a3d0ea7af025649b9ef2654c6c21c92fdba0de222ea3e826e5f8686,https://ndownloader.figshare.com/files/30806323
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_6_Overexploitation_Recovery_and-e8d7fbd6.pdf,e8d7fbd6e0dbb28044f0abdef11297dfdb444b792d8c10212af3af1bc71a5381,https://ndownloader.figshare.com/files/30806326
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_7_Overexploitation_Recovery_and-878af00b.pdf,878af00b48a10d9fda51af05099cd0cea16c8516c0c2e3722335d765e9af2efc,https://ndownloader.figshare.com/files/30806329
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_11_Overexploitation_Recovery_an-9573c219.pdf,9573c2192107c8a547660c3b010aa71e064d81990202e272a26222235d1f1746,https://ndownloader.figshare.com/files/30806308
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_2_Overexploitation_Recovery_and-437be955.pdf,437be9550a181063125f21de2a771e8f49712aa7d019ff91f424507d886fca42,https://ndownloader.figshare.com/files/30806314
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_3_Overexploitation_Recovery_and-48689794.pdf,486897942d70a1f92cca386d1f7f96452528a0212020ff785395935660d2475a,https://ndownloader.figshare.com/files/30806317
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_4_Overexploitation_Recovery_and-93d8c847.pdf,93d8c84745fae05b29f8f0f1b74f18877d7b6de834c8d4b097b4dd032026c56d,https://ndownloader.figshare.com/files/30806320
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_1_Overexploitation_Recovery_and-29db5f00.zip,29db5f006150e539b46e59fe48ab34e4da4cdfb6ce10c47c15eb6ea555306997,https://ndownloader.figshare.com/files/30806296
LME_020,BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",supplement,,archive/regions/LME_020/BAR-2021/Data_Sheet_10_Overexploitation_Recovery_an-f5a3c071.pdf,f5a3c07130af0194250e1b0bc1d098ce2d108e2133d41cb4d056a6b73b04f2a3,https://ndownloader.figshare.com/files/30806302
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,main,,archive/regions/LME_005/GOM-2021/Gulf_of_Mexico_2021_NOAA-71a2f1d1.pdf,71a2f1d18c54e8358da6fd0d42f0a59614ba3cb0371a15cc95decb2a41404f4b,https://repository.library.noaa.gov/view/noaa/32348
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,supplement,NOAA RESTORE US Gulf-wide model dataset documentation,archive/regions/LME_005/GOM-2021/DataDocumentation-c51d411f.pdf,c51d411faf0fbda30c3c542b7c51cccd4ddb47a43900f7013068b23dc8e280d5,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/DataDocumentation.pdf
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecopath_diet_composition-f8b77399.csv,f8b773999be3f256e1db1b02d1209380a445bcefdc90941d8ab0fb4f674a6bca,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecopath_diet_composition.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecopath_fleets-0321228e.csv,0321228e3cbaf530ae66f10848622bef4752341ff40d4937c4546ae3f942a735,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecopath_fleets.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecopath_group-1089aebd.csv,1089aebd4512597950d3b6ac544c0fcdafb65b1f9d9a6871c54ff6410af70aaa,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecopath_group.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecopath_landings_discards-a698807b.csv,a698807b35c3198157e4b9651c30c6c6477476dc6c89aacde910d733ddcda44b,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecopath_landings_discards.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecosim_environmental_forcing_functio-3fa4f578.csv,3fa4f578d04a7d67c43aa9f59f2cac90efcdc36738c5d185dd19c4fea1e8c735,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecosim_environmental_forcing_functions.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecosim_group_info-238ae6bf.csv,238ae6bf661361efc799ec6c2e07302fb509536ddc01d4a443483288b24f3104,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecosim_group_info.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecosim_time_series-f3069d48.csv,f3069d4823a4d5c2bbec364e62bfb9de878313ab68a56a915f51b60f91e4f6a2,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecosim_time_series.csv
LME_005,GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,model_files,,archive/regions/LME_005/GOM-2021/Input_Ecosim_vulnerabilities-09f21781.csv,09f21781d61b8011cd437c315a36f2fa01adc80262f2da53e53fce084c4cfeac,https://www.ncei.noaa.gov/data/oceans/archive/arc0191/0243116/1.1/data/0-data/RESTORE_Chagaris_Gulfwide-Model_ArchiveDataPackage/Inputs/Input_Ecosim_vulnerabilities.csv
LME_051,OYA-2020,An Ecopath with Ecosim model for the Pacific coast of eastern Japan,supplement,,archive/regions/LME_051/OYA-2020/Ecotracer-cb7f5681.png,cb7f568155b7d207e257c7bcab3800606c9fe711a05d10c4187b4282ecdcb678,https://ndownloader.figshare.com/files/24330419
LME_051,OYA-2020,An Ecopath with Ecosim model for the Pacific coast of eastern Japan,supplement,,archive/regions/LME_051/OYA-2020/EcotracerManual_5-49e96d90.pdf,49e96d90a5a564176dcd65b6733c1e058cb6a356e353b61bee2dbb0391c62dd7,https://ndownloader.figshare.com/files/24318689
LME_053,WBS-2002,A comparison of the eastern and western Bering Sea shelf/slope ecosystems through mass-balance food web models,main,Original publication: title and authors verified from downloaded first page,archive/regions/LME_053/WBS-2002/noaa_61265_DS1-52e972fd.pdf,52e972fd33c5a8b385759bc6aada0b7fd30930ba6c994a98d9c17bb8e6daf373,https://repository.library.noaa.gov/view/noaa/61265/noaa_61265_DS1.pdf
LME_060,FAR-2004,Modelling spatial closures and fishing effort restrictions in the Faroe Islands marine ecosystem,main,Original publication: title and authors verified from downloaded first page,archive/regions/LME_060/FAR-2004/ModelingEcospace-e99c0468.pdf,e99c046872fc08135fed992a103bf622645d97562ac43f3937b30971ac95f691,https://www.hav.fo/wp-content/uploads/2024/04/ModelingEcospace.pdf
LME_007,NEUS-2006,Documentation for the Energy Modeling and Analysis eXercise (EMAX),main,"Original EMAX documentation, NEFSC06-15",archive/regions/LME_007/NEUS-2006/noaa_5277_DS1-40ced233.pdf,40ced2339b57e905ab5e5f30ae281f82eabd51c7e556b41a581da3780531f311,https://repository.library.noaa.gov/view/noaa/5277/noaa_5277_DS1.pdf
LME_021,NOR-2016,An Ecopath with Ecosim model of the Norwegian Sea and Barents Sea validated against time series of abundance,main,Original Fisken og Havet7/2016 report,archive/regions/LME_021/NOR-2016/fh_7-2016_norbar_skaretpitcher_final_til_w-a3c6e939.pdf,a3c6e939e551d1fa8260bf9d4f031a827a92551a1b40827df809614861443cad,https://www.hi.no/resources/publikasjoner/fisken-og-havet/2016/fh_7-2016_norbar_skaretpitcher_final_til_web.pdf
