unit_id,region_name,region_type,ppr_rank,ppr_species_2019,global_ppr_share,cumulative_ppr_share,selected_all84,selected_top25,article_count,best_quality_score,search_status,geometry_source,marker_lat,marker_lon,total_catch_tonnes,ppr_species,fraction_selected_ppr,rank_selected_ppr,accumulated fraction,catch_tl_coverage,data availability,ppr,search_notes
LME_011,Pacific Central-American Coastal,LME,30,748768977.2026196,0.010072060356371267,0.7865723292215664,True,False,4,67,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,8.42239,-85.05886,1587670.713519913,748768977.2026196,0.010072060356371268,30,0.7865723292215665,1,available,748768977.2026196,"Added 2019 Nicoya baseline comparison and existing Nicoya sources. Existing Galápagos assignment flagged geographically invalid. Targeted expansion, not an exhaustive literature census."
LME_046,New Zealand Shelf,LME,31,722610291.6356041,0.009720186991026137,0.7962925162125926,True,False,2,64,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,-40.31392,172.02955,431127.7771667331,722610291.6356041,0.009720186991026138,31,0.7962925162125927,1,available,722610291.6356041,Existing well-documented NZ-2021-TBGB source had only EEZ assignment; adds defensible New Zealand Shelf subregional assignment. Also searched Chatham Rise and Te Tapuwae o Rongokako models; Ecopath-derived independent models were not automatically treated as native EwE.
LME_059,Iceland Shelf and Sea,LME,32,707135211.9152755,0.009512024070675031,0.8058045402832675,True,False,3,67,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,64.9855,-16.04561,697974.9116856114,707135211.9152755,0.009512024070675033,32,0.8058045402832678,1,available,707135211.9152755,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
LME_020,Barents Sea,LME,33,661277433.8131701,0.008895168507856354,0.814699708791124,True,False,1,85,source_links_improved,Selected Sea Around Us polygon from PPR Global Estimation release,69.57556,36.81147,675569.0179631643,661277433.8131701,0.008895168507856356,33,0.8146997087911241,1,available,661277433.8131701,"Primary Barents2021 paper and Figshare supplements pursued; Nascimento2023/2025 spatial extensions are additional leads. Targeted expansion, not an exhaustive literature census."
HS_087,"Pacific, Southeast",High Seas,34,657270846.1435144,0.008841273923464479,0.8235409827145884,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,-23.82325,-81.95917,245882.41767354257,657270846.1435144,0.00884127392346448,34,0.8235409827145885,1,available,657270846.1435144,
HS_034,"Atlantic, Eastern Central",High Seas,35,580150840.1289461,0.007803894733204231,0.8313448774477927,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,12.39271,-16.94027,235319.45527268611,580150840.1289461,0.007803894733204233,35,0.8313448774477927,1,available,580150840.1289461,
EEZ_583,Micronesia (Federated States of),EEZ,36,577443311.7451106,0.007767474435183258,0.839112351882976,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,5.8305,151.12346851988218,227502.48946383104,577443311.7451106,0.00776747443518326,36,0.839112351882976,1,available,577443311.7451106,No dedicated reef/EEZ study located. Warm-pool model is a regional pelagic proxy; publication location in Pohnpei is not itself coverage evidence.
HS_057,"Indian Ocean, Eastern",High Seas,37,577352176.971839,0.00776624853645494,0.8468786004194309,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,-16.37053,106.07645,249459.52394633277,577352176.971839,0.007766248536454942,37,0.8468786004194309,1,available,577352176.971839,
LME_005,Gulf of Mexico,LME,38,558361747.8475869,0.00751079891960857,0.8543893993390395,True,False,2,85,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,26.92892,-90.17253,1549275.8254257175,558361747.8475869,0.0075107989196085715,38,0.8543893993390395,1,available,558361747.8475869,"Added Apalachicola Bay model and recovered Gulfwide NOAA input archive. Targeted expansion, not an exhaustive literature census."
LME_051,Oyashio Current,LME,39,528421987.24496377,0.007108064451399793,0.8614974637904392,True,False,2,25,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,45.39321,149.2599,1092021.8374498228,528421987.24496377,0.007108064451399795,39,0.8614974637904392,1,available,528421987.24496377,Publisher supplement confirms Oyashio-block parameterization in Watari 2019. Booth 2020 DOI and Penn State institutional metadata found; no public main-file alternative yet verified. Exact Booth2020 title and institutional/PennState/HAL routes searched; no additional downloadable author manuscript confirmed.
LME_053,West Bering Sea,LME,40,511445832.05498385,0.0068797098254757905,0.868377173615915,True,False,1,80,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,58.23723,166.2518,705687.5220776038,511445832.05498385,0.006879709825475791,40,0.868377173615915,1,available,511445832.05498385,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
LME_030,Agulhas Current,LME,41,482169734.53988993,0.0064859026163781785,0.8748630762322932,True,False,1,40,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-20.28718,40.68434,794215.4259763142,482169734.53988993,0.006485902616378179,41,0.8748630762322932,1,available,482169734.53988993,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
LME_060,Faroe Plateau,LME,42,476451437.8234684,0.006408982990409417,0.8812720592227027,True,False,1,48,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,62.00675,-7.23285,420222.20101457404,476451437.8234684,0.006408982990409418,42,0.8812720592227026,1,available,476451437.8234684,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
LME_007,Northeast U.S. Continental Shelf,LME,43,432863601.07882154,0.0058226615269643045,0.8870947207496669,True,False,2,83,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,40.1784,-72.75548,700878.7473042159,432863601.07882154,0.005822661526964305,43,0.8870947207496669,1,available,432863601.07882154,"Added dedicated NWACS 2017 report; North Carolina-to-Maine geography verified from companion article. Targeted expansion, not an exhaustive literature census."
LME_012,Caribbean Sea,LME,44,398459551.5651003,0.005359875709501121,0.892454596459168,True,False,3,40,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,13.25551,-76.19948,625707.9632201534,398459551.5651003,0.005359875709501122,44,0.892454596459168,1,available,398459551.5651003,"Added existing Lesser Antilles and Puerto Rico/Virgin Islands sources to LME. Discovery Bay Jamaica zooplankton-only 2009 and La Parguera2009 remain further leads. Targeted expansion, not an exhaustive literature census."
EEZ_798,Tuvalu,EEZ,45,371273439.1947608,0.004994181920113457,0.8974487783792815,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-8.712499999999999,177.01603595505617,145109.2872791087,371273439.1947608,0.004994181920113459,45,0.8974487783792815,1,available,371273439.1947608,"Targeted geographic Ecopath/EwE search returned no verified local marine mass-balance model. This is a search outcome, not evidence that no unpublished model exists. No unsupported full-EEZ assignment or island-surrounding rectangle added. Geographic follow-up: Only the Tuvalu EEZ portion west of 180 degrees overlaps the published 110-180 E, 15 S-15 N warm-pool model domain. Use as an oceanic basin proxy, not a whole-EEZ or coastal-fishery model."
LME_025,Iberian Coastal,LME,46,350502389.2247894,0.004714780295136487,0.9021635586744181,True,False,2,44,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,41.20658,-7.70273,429516.3330948258,350502389.2247894,0.004714780295136488,46,0.902163558674418,1,available,350502389.2247894,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
LME_021,Norwegian Sea,LME,47,338234665.9022903,0.004549761105638151,0.9067133197800562,True,False,1,82,source_links_improved,Selected Sea Around Us polygon from PPR Global Estimation release,64.37546,10.24775,707251.5165434971,338234665.9022903,0.004549761105638152,47,0.9067133197800562,1,available,338234665.9022903,"Verified direct Norwegian/Barents2016 technical report link; 2001 Dommasnes predecessor also in fisheries impacts volume. Targeted expansion, not an exhaustive literature census."
EEZ_090,Solomon Isl.,EEZ,48,304737248.2783,0.004099170840331117,0.9108124906203873,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-10.067499999999999,164.50353429850742,142760.9815038889,304737248.2783,0.004099170840331118,48,0.9108124906203873,1,available,304737248.2783,"Warm-pool pelagic model geographically includes Solomon waters. Targeted coastal studies located used stomach contents, isotopes or other bioeconomic approaches, not a demonstrated local Ecopath model."
LME_017,North Brazil Shelf,LME,49,292573328.34463125,0.003935547961349546,0.9147480385817369,True,False,2,63,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,0.40018,-49.48442,453226.03085279715,292573328.34463125,0.003935547961349547,49,0.9147480385817368,1,available,292573328.34463125,"Author repository restricted main2000 paper; alternate archived source candidate and open comparative2006 paper located. Targeted expansion, not an exhaustive literature census."
LME_062,Black Sea,LME,50,287609386.6659423,0.0038687755365890415,0.918616814118326,True,False,2,44,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,45.05895,34.3454,1145168.1859547237,287609386.6659423,0.0038687755365890424,50,0.9186168141183259,1,available,287609386.6659423,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
HS_061,"Pacific, Northwest",High Seas,51,284384862.0630329,0.0038254008677526766,0.9224422149860786,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,35.84403,159.94822,132995.67933726683,284384862.0630329,0.003825400867752677,51,0.9224422149860785,1,available,284384862.0630329,
EEZ_942,Kiribati (Line Islands),EEZ,52,275077618.8439184,0.0037002045544591283,0.9261424195405378,,,1,60,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-3.0125,-154.88833659914712,110424.34936910501,275077618.8439184,0.003700204554459129,52,0.9261424195405376,1,available,275077618.8439184,"Targeted geographic Ecopath/EwE search returned no verified local marine mass-balance model. This is a search outcome, not evidence that no unpublished model exists. No unsupported full-EEZ assignment or island-surrounding rectangle added. Geographic follow-up: Only the southeastern oceanic part of the Line Islands EEZ east of 150 W overlaps the published ETP model domain. The model excludes small coastal/artisanal fisheries and is a partial oceanic proxy, not a whole-EEZ model."
LME_009,Newfoundland-Labrador Shelf,LME,53,272326949.81673676,0.0036632039503934,0.9298056234909312,True,False,3,67,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,53.19559,-59.41438,506689.99406100786,272326949.81673676,0.003663203950393401,53,0.929805623490931,1,available,272326949.81673676,"Added original 2000 parameter report. Heymans2003/Back to Future and recent Wudrick models remain additional leads. Targeted expansion, not an exhaustive literature census."
LME_004,Gulf of California,LME,54,254257319.8187799,0.0034201404561809935,0.9332257639471123,True,False,2,63,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,26.86111,-110.60841,664877.8552277525,254257319.8187799,0.0034201404561809944,54,0.933225763947112,1,available,254257319.8187799,"Northern Gulf model government PDF added; La Paz 2007 and 2012 papers identified as additional leads, not yet fully acquired. Targeted expansion, not an exhaustive literature census."
LME_023,Baltic Sea,LME,55,250346631.37596366,0.0033675358595293484,0.9365932998066416,True,False,2,86,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,59.52212,19.2429,937172.6469930055,250346631.37596366,0.0033675358595293492,55,0.9365932998066413,1,available,250346631.37596366,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_238,Falkland Isl. (UK),EEZ,56,240475941.02839917,0.003234760341356648,0.9398280601479982,,,1,49,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-51.962500000000006,-55.476456877470326,278214.9808580502,240475941.02839917,0.003234760341356649,56,0.9398280601479979,1,available,240475941.02839917,"Existing Falkland Shelf model is directly relevant but does not establish entire EEZ coverage. Publisher dates article 12 February 2024, despite retained legacy ID PAT-2023. A broader 2005 Falklands model is also listed by EcoBase, but not substituted for an exact EEZ polygon."
LME_015,South Brazil Shelf,LME,57,226590038.8924343,0.003047974231522591,0.9428760343795209,True,False,1,41,source_links_improved,Selected Sea Around Us polygon from PPR Global Estimation release,-27.17902,-48.07618,292432.0999772061,226590038.8924343,0.0030479742315225916,57,0.9428760343795205,1,available,226590038.8924343,"Recovered South Brazil Bight original article and corrected bibliographic title/DOI; shelf model cannot cover whole LME. Targeted expansion, not an exhaustive literature census."
LME_031,Somali Coastal Current,LME,58,220033882.6044375,0.0029597841437264756,0.9458358185232473,True,False,1,24,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-1.8543,42.75285,237379.07863162042,220033882.6044375,0.002959784143726476,58,0.9458358185232469,1,available,220033882.6044375,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census. Wabnitz routes tried: title search, UBC report announcement, DOI, OpenAlex repository locations, UBC media /1 and /5, and author ResearchGate copy. Current attempts did not yield a verified file; report is advertised as open access."
EEZ_963,Spain (Northwest),EEZ,59,218230163.06143558,0.0029355214236402964,0.9487713399468876,,,2,44,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,44.1905,-8.02026134086818,194491.9853032628,218230163.06143558,0.0029355214236402973,59,0.9487713399468872,1,available,218230163.06143558,Two geographically specific NW Spain models identified: Cantabrian/Galician shelf and Rias Baixas. Neither establishes whole offshore EEZ coverage.
EEZ_520,Nauru,EEZ,60,211818272.35681504,0.0028492719232714823,0.951620611870159,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-0.7055,165.92212657317717,81729.3484479404,211818272.35681504,0.0028492719232714827,60,0.9516206118701587,1,available,211818272.35681504,No island/reef-specific study located. Regional warm-pool pelagic model provides only pooled oceanic context.
LME_018,Canadian Eastern Arctic -West Greenland,LME,61,208696707.97660503,0.00280728222310891,0.9544278940932679,True,False,1,43,source_links_improved,Selected Sea Around Us polygon from PPR Global Estimation release,69.28962,-68.84878,219045.62416918142,208696707.97660503,0.0028072822231089106,61,0.9544278940932676,1,available,208696707.97660503,"Recovered volume containing West Greenland chapter; no extension to whole Canadian Eastern Arctic assumed. Targeted expansion, not an exhaustive literature census."
LME_016,East Brazil Shelf,LME,62,201658143.72504213,0.002712603028160433,0.9571404971214282,True,False,2,71,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,-10.64515,-37.70712,306003.2887419415,201658143.72504213,0.0027126030281604337,62,0.957140497121428,1,available,201658143.72504213,"Added actual published East Brazil LME model description, with parameters and diets. Targeted expansion, not an exhaustive literature census."
EEZ_943,Kiribati (Phoenix Islands),EEZ,63,197891389.7807206,0.002661934565350255,0.9598024316867785,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-3.6075,-172.54421437707975,77760.627954773,197891389.7807206,0.0026619345653502552,63,0.9598024316867783,1,available,197891389.7807206,"Targeted geographic Ecopath/EwE search returned no verified local marine mass-balance model. This is a search outcome, not evidence that no unpublished model exists. No unsupported full-EEZ assignment or island-surrounding rectangle added."
HS_027,"Atlantic, Northeast",High Seas,64,192111009.49801588,0.002584179822749019,0.9623866115095275,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,47.6179,-22.83329,734932.290461042,192111009.49801588,0.0025841798227490193,64,0.9623866115095273,1,available,192111009.49801588,
LME_054,Northern Bering - Chukchi Seas,LME,65,188778895.78178984,0.0025393579197509736,0.9649259694292784,True,False,2,84,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,66.27778,-170.36229,348828.221273396,188778895.78178984,0.0025393579197509745,65,0.9649259694292783,1,available,188778895.78178984,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
