unit_id,match_method,tl_source,match_confidence,taxa_count,catch_tonnes,unit_catch_tonnes,unit_taxa,taxa_fraction,catch_fraction
EEZ_104,exact_sea_around_us,Sea Around Us exploited organisms,high,52,1229384.6591821841,1333934.8992368774,81,0.6419753086419753,0.92162268180066
EEZ_104,exact_2020_supplement,2020 supplement MeanTL,high,29,104550.2400546935,1333934.8992368774,81,0.35802469135802467,0.07837731819934016
EEZ_111,exact_sea_around_us,Sea Around Us exploited organisms,high,42,10106.4065237149,10673.4414939733,58,0.7241379310344828,0.9468742138532757
EEZ_111,exact_2020_supplement,2020 supplement MeanTL,high,16,567.0349702584,10673.4414939733,58,0.27586206896551724,0.05312578614672439
EEZ_116,exact_sea_around_us,Sea Around Us exploited organisms,high,73,190901.80761698942,211746.984487642,110,0.6636363636363637,0.9015562043488314
EEZ_116,exact_2020_supplement,2020 supplement MeanTL,high,37,20845.176870652598,211746.984487642,110,0.33636363636363636,0.0984437956511686
EEZ_120,exact_sea_around_us,Sea Around Us exploited organisms,high,26,150270.25350209168,280509.9182943579,63,0.4126984126984127,0.5357038867495695
EEZ_120,exact_2020_supplement,2020 supplement MeanTL,high,37,130239.6647922662,280509.9182943579,63,0.5873015873015873,0.46429611325043046
EEZ_132,exact_2020_supplement,2020 supplement MeanTL,high,56,28534.7158921503,41113.6989825735,91,0.6153846153846154,0.6940439950257227
EEZ_132,exact_sea_around_us,Sea Around Us exploited organisms,high,35,12578.9830904232,41113.6989825735,91,0.38461538461538464,0.3059560049742774
EEZ_136,exact_sea_around_us,Sea Around Us exploited organisms,high,5,140.9258613105,244.3796527111,13,0.38461538461538464,0.5766677370521486
EEZ_136,exact_2020_supplement,2020 supplement MeanTL,high,8,103.4537914006,244.3796527111,13,0.6153846153846154,0.4233322629478514
EEZ_144,exact_sea_around_us,Sea Around Us exploited organisms,high,46,280434.3131403714,312721.7820648597,79,0.5822784810126582,0.896753373841443
EEZ_144,exact_2020_supplement,2020 supplement MeanTL,high,33,32287.4689244883,312721.7820648597,79,0.4177215189873418,0.103246626158557
EEZ_152,exact_2020_supplement,2020 supplement MeanTL,high,50,1176942.301379389,1654215.5401263882,129,0.3875968992248062,0.7114806219807766
EEZ_152,exact_sea_around_us,Sea Around Us exploited organisms,high,79,477273.2387469994,1654215.5401263882,129,0.6124031007751938,0.2885193780192235
EEZ_153,exact_2020_supplement,2020 supplement MeanTL,high,22,3193.3136120522,3582.4039295136,36,0.6111111111111112,0.8913884851856366
EEZ_153,exact_sea_around_us,Sea Around Us exploited organisms,high,14,389.0903174614,3582.4039295136,36,0.3888888888888889,0.10861151481436339
EEZ_154,exact_sea_around_us,Sea Around Us exploited organisms,high,6,21.2234715571,21.535833428,12,0.5,0.9854957147609678
EEZ_154,exact_2020_supplement,2020 supplement MeanTL,high,6,0.3123618709,21.535833428,12,0.5,0.014504285239032357
EEZ_155,exact_2020_supplement,2020 supplement MeanTL,high,11,40831.9019312323,42555.5279449449,22,0.5,0.9594970125633855
EEZ_155,exact_sea_around_us,Sea Around Us exploited organisms,high,11,1723.6260137125998,42555.5279449449,22,0.5,0.040502987436614485
EEZ_156,exact_sea_around_us,Sea Around Us exploited organisms,high,105,6030233.298890596,9568140.597730292,180,0.5833333333333334,0.6302408746293986
EEZ_156,exact_2020_supplement,2020 supplement MeanTL,high,75,3537907.2988396953,9568140.597730292,180,0.4166666666666667,0.3697591253706013
EEZ_157,exact_2020_supplement,2020 supplement MeanTL,high,68,496420.6934324989,974842.5837373973,149,0.4563758389261745,0.509231645923076
EEZ_157,exact_sea_around_us,Sea Around Us exploited organisms,high,81,478421.8903048984,974842.5837373973,149,0.5436241610738255,0.49076835407692393
EEZ_162,exact_sea_around_us,Sea Around Us exploited organisms,high,10,19.616903931,25.629903931,13,0.7692307692307693,0.7653912392263348
EEZ_162,exact_2020_supplement,2020 supplement MeanTL,high,3,6.013,25.629903931,13,0.23076923076923078,0.23460876077366516
EEZ_166,exact_sea_around_us,Sea Around Us exploited organisms,high,10,268.594720107,268.594720107,10,1.0,1.0
EEZ_174,exact_2020_supplement,2020 supplement MeanTL,high,23,15112.3252153761,20265.4402931076,42,0.5476190476190477,0.7457190663908692
EEZ_174,exact_sea_around_us,Sea Around Us exploited organisms,high,19,5153.1150777315,20265.4402931076,42,0.4523809523809524,0.2542809336091309
EEZ_175,exact_sea_around_us,Sea Around Us exploited organisms,high,55,1345.9474723933,2674.2376296267,104,0.5288461538461539,0.5033013736259415
EEZ_175,exact_2020_supplement,2020 supplement MeanTL,high,49,1328.2901572334001,2674.2376296267,104,0.47115384615384615,0.49669862637405854
EEZ_178,exact_2020_supplement,2020 supplement MeanTL,high,33,32898.596062238,43444.3810041495,56,0.5892857142857143,0.7572577926497734
EEZ_178,exact_sea_around_us,Sea Around Us exploited organisms,high,23,10545.7849419115,43444.3810041495,56,0.4107142857142857,0.24274220735022647
EEZ_180,exact_sea_around_us,Sea Around Us exploited organisms,high,21,19163.1792790127,23378.355883991502,34,0.6176470588235294,0.8196974746258707
EEZ_180,exact_2020_supplement,2020 supplement MeanTL,high,13,4215.1766049788,23378.355883991502,34,0.38235294117647056,0.1803025253741292
EEZ_184,exact_2020_supplement,2020 supplement MeanTL,high,15,52414.5773213742,57850.2090052755,38,0.39473684210526316,0.906039549772316
EEZ_184,exact_sea_around_us,Sea Around Us exploited organisms,high,23,5435.6316839013,57850.2090052755,38,0.6052631578947368,0.0939604502276839
EEZ_191,exact_2020_supplement,2020 supplement MeanTL,high,25,62383.148655362806,77072.9733877067,45,0.5555555555555556,0.8094036847592679
EEZ_191,exact_sea_around_us,Sea Around Us exploited organisms,high,20,14689.8247323439,77072.9733877067,45,0.4444444444444444,0.19059631524073206
EEZ_192,exact_sea_around_us,Sea Around Us exploited organisms,high,27,21379.4789043071,24306.839375778498,33,0.8181818181818182,0.8795663876238685
EEZ_192,exact_2020_supplement,2020 supplement MeanTL,high,6,2927.3604714713997,24306.839375778498,33,0.18181818181818182,0.12043361237613158
EEZ_197,exact_2020_supplement,2020 supplement MeanTL,high,33,4335.7719513912,4715.9276116986,45,0.7333333333333333,0.9193889958437096
EEZ_197,exact_sea_around_us,Sea Around Us exploited organisms,high,12,380.1556603074,4715.9276116986,45,0.26666666666666666,0.08061100415629029
EEZ_198,exact_2020_supplement,2020 supplement MeanTL,high,51,1420.9943225066,2236.2086502549,90,0.5666666666666667,0.6354480036308885
EEZ_198,exact_sea_around_us,Sea Around Us exploited organisms,high,39,815.2143277483,2236.2086502549,90,0.43333333333333335,0.36455199636911145
EEZ_204,exact_2020_supplement,2020 supplement MeanTL,high,53,44852.5776421422,83987.6435485869,96,0.5520833333333334,0.5340378149339903
EEZ_204,exact_sea_around_us,Sea Around Us exploited organisms,high,43,39135.0659064447,83987.6435485869,96,0.4479166666666667,0.46596218506600967
EEZ_212,exact_2020_supplement,2020 supplement MeanTL,high,22,1118.3357566816,1874.1702079981999,40,0.55,0.5967098142468574
EEZ_212,exact_sea_around_us,Sea Around Us exploited organisms,high,18,755.8344513165999,1874.1702079981999,40,0.45,0.4032901857531426
EEZ_214,exact_sea_around_us,Sea Around Us exploited organisms,high,60,51194.453133869,54410.016272012,80,0.75,0.9409012649055748
EEZ_214,exact_2020_supplement,2020 supplement MeanTL,high,20,3215.563138143,54410.016272012,80,0.25,0.05909873509442517
EEZ_218,exact_2020_supplement,2020 supplement MeanTL,high,33,129953.9424855251,227592.5966285953,82,0.4024390243902439,0.5709937160108721
EEZ_218,exact_sea_around_us,Sea Around Us exploited organisms,high,49,97638.65414307019,227592.5966285953,82,0.5975609756097561,0.42900628398912793
EEZ_219,exact_2020_supplement,2020 supplement MeanTL,high,23,65405.6452269301,68947.833359488,47,0.48936170212765956,0.9486250987164566
EEZ_219,exact_sea_around_us,Sea Around Us exploited organisms,high,24,3542.1881325579,68947.833359488,47,0.5106382978723404,0.05137490128354346
EEZ_222,exact_sea_around_us,Sea Around Us exploited organisms,high,31,15494.616701933901,19144.4662436629,59,0.5254237288135594,0.8093522433440967
EEZ_222,exact_2020_supplement,2020 supplement MeanTL,high,28,3649.849541729,19144.4662436629,59,0.4745762711864407,0.1906477566559033
EEZ_226,exact_sea_around_us,Sea Around Us exploited organisms,high,30,16763.278106248697,23094.192527557498,66,0.45454545454545453,0.7258655216563931
EEZ_226,exact_2020_supplement,2020 supplement MeanTL,high,36,6330.9144213088,23094.192527557498,66,0.5454545454545454,0.27413447834360694
EEZ_233,exact_2020_supplement,2020 supplement MeanTL,high,33,79267.3306052244,79757.3063875073,46,0.717391304347826,0.9938566658720606
EEZ_233,exact_sea_around_us,Sea Around Us exploited organisms,high,13,489.9757822829,79757.3063875073,46,0.2826086956521739,0.006143334127939492
EEZ_234,exact_2020_supplement,2020 supplement MeanTL,high,61,527774.3518079042,573325.9947069994,104,0.5865384615384616,0.9205484430853784
EEZ_234,exact_sea_around_us,Sea Around Us exploited organisms,high,43,45551.6428990952,573325.9947069994,104,0.41346153846153844,0.0794515569146216
EEZ_238,exact_2020_supplement,2020 supplement MeanTL,high,18,265760.4030519035,278214.98085805017,33,0.5454545454545454,0.9552339785307923
EEZ_238,exact_sea_around_us,Sea Around Us exploited organisms,high,15,12454.5778061467,278214.98085805017,33,0.45454545454545453,0.044766021469207766
EEZ_239,exact_2020_supplement,2020 supplement MeanTL,high,18,142699.6517859942,142823.9584061877,33,0.5454545454545454,0.999129651484382
EEZ_239,exact_sea_around_us,Sea Around Us exploited organisms,high,15,124.3066201935,142823.9584061877,33,0.45454545454545453,0.0008703485156179128
EEZ_242,exact_sea_around_us,Sea Around Us exploited organisms,high,37,30491.4721024238,57561.827748763695,57,0.6491228070175439,0.5297168852161525
EEZ_242,exact_2020_supplement,2020 supplement MeanTL,high,20,27070.3556463399,57561.827748763695,57,0.3508771929824561,0.4702831147838476
EEZ_246,exact_2020_supplement,2020 supplement MeanTL,high,29,120621.1302146397,122751.58946063151,43,0.6744186046511628,0.9826441412664959
EEZ_246,exact_sea_around_us,Sea Around Us exploited organisms,high,14,2130.4592459918,122751.58946063151,43,0.32558139534883723,0.017355858733504006
EEZ_251,exact_2020_supplement,2020 supplement MeanTL,high,16,3695.9193643505,3801.8421879603998,27,0.5925925925925926,0.9721390793270341
EEZ_251,exact_sea_around_us,Sea Around Us exploited organisms,high,11,105.92282360990001,3801.8421879603998,27,0.4074074074074074,0.02786092067296595
EEZ_252,exact_sea_around_us,Sea Around Us exploited organisms,high,4,10.2538128372,20.057971261,16,0.25,0.5112088707165089
EEZ_252,exact_2020_supplement,2020 supplement MeanTL,high,12,9.8041584238,20.057971261,16,0.75,0.48879112928349117
EEZ_254,exact_sea_around_us,Sea Around Us exploited organisms,high,32,3725.6236757526003,6463.6550972397,65,0.49230769230769234,0.5763958038762969
EEZ_254,exact_2020_supplement,2020 supplement MeanTL,high,33,2738.0314214871,6463.6550972397,65,0.5076923076923077,0.42360419612370326
EEZ_258,exact_2020_supplement,2020 supplement MeanTL,high,37,21593.2645095443,30503.777685111698,63,0.5873015873015873,0.707888207567273
EEZ_258,exact_sea_around_us,Sea Around Us exploited organisms,high,26,8910.5131755674,30503.777685111698,63,0.4126984126984127,0.29211179243272706
EEZ_262,exact_sea_around_us,Sea Around Us exploited organisms,high,23,2050.1183890351,3605.053587344,41,0.5609756097560976,0.5686790332971199
EEZ_262,exact_2020_supplement,2020 supplement MeanTL,high,18,1554.9351983089,3605.053587344,41,0.43902439024390244,0.43132096670288017
EEZ_266,exact_sea_around_us,Sea Around Us exploited organisms,high,80,102276.9232815629,158907.5327978865,184,0.43478260869565216,0.6436253932130975
EEZ_266,exact_2020_supplement,2020 supplement MeanTL,high,104,56630.6095163236,158907.5327978865,184,0.5652173913043478,0.3563746067869024
EEZ_268,exact_2020_supplement,2020 supplement MeanTL,high,12,328008.70647812146,350092.2854428537,29,0.41379310344827586,0.9369206923917294
EEZ_268,exact_sea_around_us,Sea Around Us exploited organisms,high,17,22083.5789647322,350092.2854428537,29,0.5862068965517241,0.06307930760827048
EEZ_270,exact_2020_supplement,2020 supplement MeanTL,high,133,91923.4737612689,168306.3027997336,238,0.5588235294117647,0.5461677443574289
EEZ_270,exact_sea_around_us,Sea Around Us exploited organisms,high,105,76382.8290384647,168306.3027997336,238,0.4411764705882353,0.45383225564257124
EEZ_274,exact_sea_around_us,Sea Around Us exploited organisms,high,19,5040.30801541,6410.774318524001,36,0.5277777777777778,0.7862245284233413
EEZ_274,exact_2020_supplement,2020 supplement MeanTL,high,17,1370.466303114,6410.774318524001,36,0.4722222222222222,0.21377547157665855
EEZ_277,exact_2020_supplement,2020 supplement MeanTL,high,99,70792.4565026224,93934.3963977611,181,0.5469613259668509,0.7536372108344087
EEZ_277,exact_sea_around_us,Sea Around Us exploited organisms,high,82,23141.9398951387,93934.3963977611,181,0.4530386740331492,0.24636278916559134
EEZ_278,exact_2020_supplement,2020 supplement MeanTL,high,46,25676.636533986402,26188.512849154402,59,0.7796610169491526,0.98045416636995
EEZ_278,exact_sea_around_us,Sea Around Us exploited organisms,high,13,511.876315168,26188.512849154402,59,0.22033898305084745,0.019545833630050052
EEZ_288,exact_2020_supplement,2020 supplement MeanTL,high,51,313710.9388593471,476804.0080210729,103,0.49514563106796117,0.6579452638440956
EEZ_288,exact_sea_around_us,Sea Around Us exploited organisms,high,52,163093.0691617258,476804.0080210729,103,0.5048543689320388,0.34205473615590437
EEZ_300,exact_2020_supplement,2020 supplement MeanTL,high,103,73566.1022209741,108516.7645129038,155,0.6645161290322581,0.6779238447735539
EEZ_300,exact_sea_around_us,Sea Around Us exploited organisms,high,52,34950.6622919297,108516.7645129038,155,0.33548387096774196,0.3220761552264461
EEZ_304,exact_2020_supplement,2020 supplement MeanTL,high,23,202687.7358042626,262286.0841378048,54,0.42592592592592593,0.7727735021495487
EEZ_304,exact_sea_around_us,Sea Around Us exploited organisms,high,31,59598.3483335422,262286.0841378048,54,0.5740740740740741,0.22722649785045132
EEZ_308,exact_2020_supplement,2020 supplement MeanTL,high,34,3102.922605454,3717.1043054866,60,0.5666666666666667,0.834768774412372
EEZ_308,exact_sea_around_us,Sea Around Us exploited organisms,high,26,614.1817000326,3717.1043054866,60,0.43333333333333335,0.1652312255876281
EEZ_312,exact_sea_around_us,Sea Around Us exploited organisms,high,19,4753.942585249701,5032.7505711547,23,0.8260869565217391,0.944601270823356
EEZ_312,exact_2020_supplement,2020 supplement MeanTL,high,4,278.807985905,5032.7505711547,23,0.17391304347826086,0.055398729176644075
EEZ_316,exact_2020_supplement,2020 supplement MeanTL,high,20,1144.1257284223998,1385.0534596170999,90,0.2222222222222222,0.8260516736579215
EEZ_316,exact_sea_around_us,Sea Around Us exploited organisms,high,70,240.9277311947,1385.0534596170999,90,0.7777777777777778,0.1739483263420784
EEZ_324,exact_sea_around_us,Sea Around Us exploited organisms,high,90,771528.6685826203,1012636.6535959236,201,0.44776119402985076,0.761900792197165
EEZ_324,exact_2020_supplement,2020 supplement MeanTL,high,111,241107.9850133032,1012636.6535959236,201,0.5522388059701493,0.23809920780283494
EEZ_328,exact_sea_around_us,Sea Around Us exploited organisms,high,22,38478.2610153556,57488.0008723285,73,0.3013698630136986,0.6693268235367857
EEZ_328,exact_2020_supplement,2020 supplement MeanTL,high,51,19009.7398569729,57488.0008723285,73,0.6986301369863014,0.3306731764632143
EEZ_332,exact_sea_around_us,Sea Around Us exploited organisms,high,32,16186.577742704,25123.6699543932,57,0.5614035087719298,0.6442760063353549
EEZ_332,exact_2020_supplement,2020 supplement MeanTL,high,25,8937.0922116892,25123.6699543932,57,0.43859649122807015,0.355723993664645
EEZ_334,exact_2020_supplement,2020 supplement MeanTL,high,9,3822.6634329584,4250.4902151652,33,0.2727272727272727,0.8993464846289094
EEZ_334,exact_sea_around_us,Sea Around Us exploited organisms,high,24,427.82678220680003,4250.4902151652,33,0.7272727272727273,0.10065351537109045
EEZ_344,exact_sea_around_us,Sea Around Us exploited organisms,high,38,12181.1887130839,13460.8509304212,49,0.7755102040816326,0.9049345227911786
EEZ_344,exact_2020_supplement,2020 supplement MeanTL,high,11,1279.6622173373,13460.8509304212,49,0.22448979591836735,0.09506547720882148
EEZ_352,exact_2020_supplement,2020 supplement MeanTL,high,49,606866.8336325896,755890.0550702652,79,0.620253164556962,0.8028506653340969
EEZ_352,exact_sea_around_us,Sea Around Us exploited organisms,high,30,149023.2214376757,755890.0550702652,79,0.379746835443038,0.19714933466590318
EEZ_356,exact_sea_around_us,Sea Around Us exploited organisms,high,90,3433196.1834450867,4344032.198932858,151,0.5960264900662252,0.7903247550256361
EEZ_356,exact_2020_supplement,2020 supplement MeanTL,high,61,910836.0154877716,4344032.198932858,151,0.40397350993377484,0.20967524497436388
EEZ_357,exact_sea_around_us,Sea Around Us exploited organisms,high,52,48460.5453017897,61303.310995657004,90,0.5777777777777777,0.7905045341714554
EEZ_357,exact_2020_supplement,2020 supplement MeanTL,high,38,12842.7656938673,61303.310995657004,90,0.4222222222222222,0.20949546582854453
EEZ_361,exact_sea_around_us,Sea Around Us exploited organisms,high,94,2269466.9849990797,3382553.534088444,146,0.6438356164383562,0.6709330575637653
EEZ_361,exact_2020_supplement,2020 supplement MeanTL,high,52,1113086.549089364,3382553.534088444,146,0.3561643835616438,0.32906694243623463
EEZ_368,exact_sea_around_us,Sea Around Us exploited organisms,high,29,10139.254554080999,17378.277221608998,50,0.58,0.5834441714091978
EEZ_368,exact_2020_supplement,2020 supplement MeanTL,high,21,7239.022667528,17378.277221608998,50,0.42,0.4165558285908022
EEZ_372,exact_2020_supplement,2020 supplement MeanTL,high,151,365654.6402461105,408364.46193380206,287,0.5261324041811847,0.8954124913675396
EEZ_372,exact_sea_around_us,Sea Around Us exploited organisms,high,136,42709.8216876916,408364.46193380206,287,0.4738675958188153,0.10458750863246047
EEZ_380,exact_2020_supplement,2020 supplement MeanTL,high,102,159377.0386910262,234477.5946714614,159,0.6415094339622641,0.6797111635094071
EEZ_380,exact_sea_around_us,Sea Around Us exploited organisms,high,57,75100.5559804352,234477.5946714614,159,0.3584905660377358,0.3202888364905928
EEZ_384,exact_sea_around_us,Sea Around Us exploited organisms,high,84,155320.7769711512,239562.6386320301,194,0.4329896907216495,0.6483514201466324
EEZ_384,exact_2020_supplement,2020 supplement MeanTL,high,110,84241.8616608789,239562.6386320301,194,0.5670103092783505,0.35164857985336767
EEZ_388,exact_sea_around_us,Sea Around Us exploited organisms,high,22,21046.247639762998,24803.119502512,58,0.3793103448275862,0.8485322839182179
EEZ_388,exact_2020_supplement,2020 supplement MeanTL,high,36,3756.8718627490002,24803.119502512,58,0.6206896551724138,0.1514677160817821
EEZ_390,exact_sea_around_us,Sea Around Us exploited organisms,high,105,3160875.224929346,5962290.328495036,178,0.5898876404494382,0.5301444664347961
EEZ_390,exact_2020_supplement,2020 supplement MeanTL,high,73,2801415.1035656906,5962290.328495036,178,0.4101123595505618,0.469855533565204
EEZ_393,exact_2020_supplement,2020 supplement MeanTL,high,16,11268.8835163761,17808.0982513882,29,0.5517241379310345,0.6327954483010364
EEZ_393,exact_sea_around_us,Sea Around Us exploited organisms,high,13,6539.2147350121,17808.0982513882,29,0.4482758620689655,0.3672045516989635
EEZ_396,exact_2020_supplement,2020 supplement MeanTL,high,12,245.62613557790002,308.29794792170003,19,0.631578947368421,0.7967167385761611
EEZ_396,exact_sea_around_us,Sea Around Us exploited organisms,high,7,62.6718123438,308.29794792170003,19,0.3684210526315789,0.20328326142383885
EEZ_400,exact_sea_around_us,Sea Around Us exploited organisms,high,9,302.759999999,387.759999999,12,0.75,0.7807922426237384
EEZ_400,exact_2020_supplement,2020 supplement MeanTL,high,3,85.0,387.759999999,12,0.25,0.21920775737626164
EEZ_404,exact_sea_around_us,Sea Around Us exploited organisms,high,74,27788.748491897,30334.3358525884,120,0.6166666666666667,0.9160823110464049
EEZ_404,exact_2020_supplement,2020 supplement MeanTL,high,46,2545.5873606914,30334.3358525884,120,0.38333333333333336,0.08391768895359505
EEZ_410,exact_sea_around_us,Sea Around Us exploited organisms,high,77,882101.9571737977,1692138.9147849,118,0.652542372881356,0.521294055391385
EEZ_410,exact_2020_supplement,2020 supplement MeanTL,high,41,810036.9576111024,1692138.9147849,118,0.3474576271186441,0.4787059446086151
EEZ_414,exact_sea_around_us,Sea Around Us exploited organisms,high,14,16901.235542696,23587.724537113,22,0.6363636363636364,0.7165267474657651
EEZ_414,exact_2020_supplement,2020 supplement MeanTL,high,8,6686.488994417,23587.724537113,22,0.36363636363636365,0.2834732525342348
EEZ_422,exact_sea_around_us,Sea Around Us exploited organisms,high,50,3825.8890872270003,6487.446754114901,107,0.4672897196261682,0.5897372621671677
EEZ_422,exact_2020_supplement,2020 supplement MeanTL,high,57,2661.5576668879003,6487.446754114901,107,0.5327102803738317,0.4102627378328323
EEZ_428,exact_2020_supplement,2020 supplement MeanTL,high,34,99384.9508148265,100360.1351648573,45,0.7555555555555555,0.9902831502924053
EEZ_428,exact_sea_around_us,Sea Around Us exploited organisms,high,11,975.1843500308,100360.1351648573,45,0.24444444444444444,0.009716849707594618
