group_name,model_tl,grouping_basis,explicit_members,supporting_taxa,membership_source,source_relationship,source_location,source_url,notes
Côtier pel L pred,4.070766630902783,"size, habitat and feeding guild",Albula vulpes; Alectis alexandrinus; Caranx crysos; Caranx hippos; Caranx rhonchus; Caranx senegallus; Chloroscombrus chrysurus; Elops lacerta; Elops senegalensis; Hemicaranx bicolor; Lichia amia; Pomatomus saltatrix; Rachycentron canadum; Selene dorsalis; Seriola dumerili; Sphyraena afra; Sphyraena guachancho; Sphyraena sphyraena; Trachinotus goreensis; Trachinotus maxillosus,Sphyraena; Carangidae; Chloroscombrus chrysurus; Rachycentron canadum; Caranx crysos; Sphyraenidae; Caranx hippos; Marine pelagic fishes not identified; Caranx; Elops lacerta; Scyris alexandrina; Selene dorsalis; Trachinotus; Caranx rhonchus; Trachinotus ovatus; Seriola dumerili; Sphyraena afra; Pomatomus saltatrix; Sphyraena barracuda; Lichia amia; Albulidae; Caranx senegallus; Sphyraena guachancho; Caranx lugubris; Caranx bartholomaei; Seriola rivoliana; Rachycentridae,Albula vulpes; Alectis alexandrinus; Caranx crysos; Caranx hippos; Caranx rhonchus; Caranx senegallus; Chloroscombrus chrysurus; Elops lacerta; Elops senegalensis; Hemicaranx bicolor; Lichia amia; Pomatomus saltatrix; Rachycentron canadum; Selene dorsalis; Seriola dumerili; Sphyraena afra; Sphyraena guachancho; Sphyraena sphyraena; Trachinotus goreensis; Trachinotus maxillosus (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier pel S inv,2.851867999236284,"size, habitat and feeding guild",Engraulis encrasicolus; Hemiramphus brasiliensis; Ilisha africana; Sardinella aurita; Sardinella maderensis,Sardinella; Engraulis encrasicolus; Sardinella aurita; Sardinella maderensis; Clupeiformes; Clupeidae; Ilisha africana; Engraulidae; Marine pelagic fishes not identified; Hemiramphus brasiliensis; Hemiramphidae,Engraulis encrasicolus; Hemiramphus brasiliensis; Ilisha africana; Sardinella aurita; Sardinella maderensis (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Ethmalose,2.517346938775511,single stock,Ethmalosa fimbriata,Ethmalosa fimbriata; Clupeiformes; Clupeidae,Ethmalosa fimbriata (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Pel L pred,4.100191369575258,"size, habitat and feeding guild",Ablennes hians; Alectis ciliaris; Coryphaena equiselis; Coryphaena hippurus; Megalops atlanticus; Mola mola,Carangidae; Marine pelagic fishes not identified; Ablennes hians; Coryphaena hippurus; Alectis ciliaris; Coryphaena; Megalops atlanticus,Ablennes hians; Alectis ciliaris; Coryphaena equiselis; Coryphaena hippurus; Megalops atlanticus; Mola mola (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Pel S inv,3.213549764705561,"size, habitat and feeding guild",Cheilopogon cyanopterus; Cheilopogon nigricans; Decapterus punctatus; Scomber japonicus; Selar crumenophthalmus; Trachurus capensis; Trachurus trecae,Trachurus; Carangidae; Scombridae; Scombroidei; Trachurus trecae; Marine pelagic fishes not identified; Scomber; Scomber colias; Trachurus trachurus; Decapterus; Cheilopogon melanurus; Selar crumenophthalmus; Decapterus punctatus; Trachurus capensis,Cheilopogon cyanopterus; Cheilopogon nigricans; Decapterus punctatus; Scomber japonicus; Selar crumenophthalmus; Trachurus capensis; Trachurus trecae (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Bars,3.955340789905125,single stock,Pseudotolithus senegalensis; Pseudotolithus senegallus; Pseudotolithus typus; Pseudotolithus elongatus; Pseudotolithus epipercus; Pseudotolithus moorii,Pseudotolithus; Pseudotolithus elongatus; Sciaenidae; Pseudotolithus senegalensis; Pseudotolithus typus; Pseudotolithus senegallus,Pseudotolithus senegalensis; Pseudotolithus senegallus; Pseudotolithus typus; Pseudotolithus elongatus; Pseudotolithus epipercus; Pseudotolithus moorii (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Gros capitaine,4.074343561818063,single stock,Polydactylus quadrifilis,Polydactylus quadrifilis; Polynemidae,Polydactylus quadrifilis (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier L pred,3.980354589606851,"size, habitat and feeding guild",Ephippion guttifer; Argyrosomus regius; Cynoponticus ferox; Dentex canariensis; Dentex gibbosus; Epinephelus costae; Epinephelus itajara; Fistularia petimba; Fistularia tabacaria; Lobotes surinamensis; Lutjanus agennes; Lutjanus endecacanthus; Lutjanus fulgens; Lutjanus goreensis; Muraena melanotis; Muraena robusta; Psettodes belcheri; Trichiurus lepturus,Marine fishes not identified; Trichiurus lepturus; Sciaenidae; Lutjanidae; Perciformes; Scombroidei; Dentex; Sparidae; Lutjanus; Epinephelus; Argyrosomus regius; Dentex gibbosus; Pleuronectiformes; Trichiuridae; Lutjanus endecacanthus; Lobotes surinamensis; Trichiurus; Tetraodontidae; Muraenidae; Actinopterygii; Lutjanus agennes; Psettodes belcheri; Fistularia tabacaria; Marine finfishes not identified; Psettodes bennettii; Fistulariidae,Ephippion guttifer; Argyrosomus regius; Cynoponticus ferox; Dentex canariensis; Dentex gibbosus; Epinephelus costae; Epinephelus itajara; Fistularia petimba; Fistularia tabacaria; Lobotes surinamensis; Lutjanus agennes; Lutjanus endecacanthus; Lutjanus fulgens; Lutjanus goreensis; Muraena melanotis; Muraena robusta; Psettodes belcheri; Trichiurus lepturus (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier M pred,3.602368243537031,"size, habitat and feeding guild",Batrachoides liberiensis; Bodianus speciosus; Gymnothorax mareei; Halobatrachus didactylus; Holacanthus africanus; Naucrates ductor,Marine fishes not identified; Carangidae; Perciformes; Muraenidae; Actinopterygii; Marine finfishes not identified; Gymnothorax; Labridae; Gymnothorax maderensis,Batrachoides liberiensis; Bodianus speciosus; Gymnothorax mareei; Halobatrachus didactylus; Holacanthus africanus; Naucrates ductor (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Mâchoiron,3.692104906408646,single stock,Arius gigas; Arius heudelotii; Arius latiscutatus; Arius parkii,Carlarius heudelotii,Arius gigas; Arius heudelotii; Arius latiscutatus; Arius parkii (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Disques,3.346107613991568,single stock,Ephippus goreensis; Chaetodipterus lippei; Drepane africana,Perciformes; Drepane africana,Ephippus goreensis; Chaetodipterus lippei; Drepane africana (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Mulets,2.319780433270403,single stock,Acanthurus monroviae; Aluterus schoepfii; Liza dumerili; Liza falcipinnis; Liza grandisquamis; Mugil bananensis; Sarpa salpa,Mugilidae; Sparidae; Acanthurus; Mugil; Acanthurus monroviae; Sarpa salpa; Liza,Acanthurus monroviae; Aluterus schoepfii; Liza dumerili; Liza falcipinnis; Liza grandisquamis; Mugil bananensis; Sarpa salpa (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Petit capitaine,3.817576962206467,single stock,Galeoides decadactylus,Galeoides decadactylus; Polynemidae,Galeoides decadactylus (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier M inv,3.259920039568824,"size, habitat and feeding guild",Bothus podas; Cynoglossus canariensis; Cynoglossus monodi; Cynoglossus senegalensis; Dicologlossa hexophthalma; Diodon hystrix; Diplodus puntazzo; Lethrinus atlanticus; Plectorhinchus macrolepis; Pomadasys incisus; Pomadasys jubelini; Pomadasys perotaei; Pomadasys rogerii,Marine fishes not identified; Haemulidae; Cynoglossus; Cynoglossus monodi; Perciformes; Diplodus; Sparidae; Pomadasys; Pomadasys jubelini; Pleuronectiformes; Cynoglossus canariensis; Soleidae; Pomadasys incisus; Lethrinus atlanticus; Pomadasys rogerii; Plectorhinchus macrolepis; Actinopterygii; Bothidae; Marine finfishes not identified; Cynoglossus senegalensis; Diplodus sargus; Dicologlossa hexophthalma,Bothus podas; Cynoglossus canariensis; Cynoglossus monodi; Cynoglossus senegalensis; Dicologlossa hexophthalma; Diodon hystrix; Diplodus puntazzo; Lethrinus atlanticus; Plectorhinchus macrolepis; Pomadasys incisus; Pomadasys jubelini; Pomadasys perotaei; Pomadasys rogerii (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier S pred,3.775374841579309,"size, habitat and feeding guild",Citharus linguatula; Eucinostomus melanopterus; Monodactylus sebae; Pteroscion peli; Stromateus fiatola; Scorpaenoidae,Marine fishes not identified; Sciaenidae; Perciformes; Pteroscion peli; Stromateus fiatola; Pleuronectiformes; Scorpaenidae; Eucinostomus melanopterus; Actinopterygii; Gerreidae; Stromateidae; Marine finfishes not identified,Citharus linguatula; Eucinostomus melanopterus; Monodactylus sebae; Pteroscion peli; Stromateus fiatola; Scorpaenoidae (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Capitaine royal,3.874411605399239,single stock,Pentanemus quinquarius,Polynemidae; Pentanemus quinquarius,Pentanemus quinquarius (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Côtier S inv,2.92177279738255,"size, habitat and feeding guild",Abudefduf saxatilis; Brachydeuterus auritus; Dicologlossa cuneata; Oblada melanura; Chromis chromis; Gerres nigri; Labrisomus nuchipinnis; Pegusa spp; Trachinus spp,Marine fishes not identified; Brachydeuterus auritus; Haemulidae; Perciformes; Sparidae; Solea; Pleuronectiformes; Soleidae; Gerres; Abudefduf; Actinopterygii; Gerreidae; Abudefduf saxatilis; Dicologlossa cuneata; Gerres nigri; Marine finfishes not identified; Oblada melanurus,Abudefduf saxatilis; Brachydeuterus auritus; Dicologlossa cuneata; Oblada melanura; Chromis chromis; Gerres nigri; Labrisomus nuchipinnis; Pegusa spp; Trachinus spp (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Dem L pred,3.890047535908185,"size, habitat and feeding guild",Cephalopholis taeniops; Epinephelus aeneus; Epinephelus fasciatus; Epinephelus goreensis; Epinephelus caninus; Epinephelus marginatus; Merluccius polli; Merluccius senegalensis; Pagrus caeruleostictus; Pagrus pagrus; Solitas gruveli; Umbrina ronchus; Zeus faber; Congridae,Marine fishes not identified; Sciaenidae; Perciformes; Sparidae; Pagrus; Epinephelus; Pleuronectiformes; Zeus faber; Merluccius polli; Epinephelus aeneus; Pagrus caeruleostictus; Merluccius; Epinephelus marginatus; Epinephelus goreensis; Pagrus africanus; Actinopterygii; Congridae; Marine finfishes not identified; Epinephelus caninus; Pagrus auriga; Cephalopholis taeniops,Cephalopholis taeniops; Epinephelus aeneus; Epinephelus fasciatus; Epinephelus goreensis; Epinephelus caninus; Epinephelus marginatus; Merluccius polli; Merluccius senegalensis; Pagrus caeruleostictus; Pagrus pagrus; Solitas gruveli; Umbrina ronchus; Zeus faber; Congridae (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Dem L inv,3.13172663802363,"size, habitat and feeding guild",Dactylopterus volitans; Echeneis naucrates; Sparus auratus; Umbrina canariensis,Marine fishes not identified; Sciaenidae; Perciformes; Sparidae; Umbrina canariensis; Actinopterygii; Marine finfishes not identified; Echeneidae,Dactylopterus volitans; Echeneis naucrates; Sparus auratus; Umbrina canariensis (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Dem M pred,3.980685424383546,"size, habitat and feeding guild",Aulopus cadenati; Chelidonichthys lucerna; Dentex macrophthalmus; Dentex maroccanus; Lophiodes kempi; Priacanthus arenatus; Rypticus saponaceus; Scorpaena elongata; Serranus cabrilla; Sphoeroides pachygaster; Trachinocephalus myops; Trachinus armatus; Zenopsis conchifer,Marine fishes not identified; Perciformes; Dentex; Sparidae; Serranidae; Dentex macrophthalmus; Tetraodontidae; Triglidae; Priacanthus; Lophiidae; Actinopterygii; Scorpaena; Marine finfishes not identified; Zenopsis conchifer; Dentex maroccanus; Serranus; Serranus cabrilla; Priacanthidae,Aulopus cadenati; Chelidonichthys lucerna; Dentex macrophthalmus; Dentex maroccanus; Lophiodes kempi; Priacanthus arenatus; Rypticus saponaceus; Scorpaena elongata; Serranus cabrilla; Sphoeroides pachygaster; Trachinocephalus myops; Trachinus armatus; Zenopsis conchifer (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
