model_id,stage,group_id,group_name,parameter,source_value,solved_value,rule,route,fraction,engine_name_original
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,40,diet_import,p,,37.420923840246175,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,37,Fishery offal,respiration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,36,Anchovy eggs,respiration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,35,Leatherback turtle,respiration,,0.0004224959909540564,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,34,Green sea turtle,respiration,,0.0008945439796758294,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,33,Cetaceans,respiration,,1.025549945884198,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,32,Pinnipeds,respiration,,1.7026875351928175,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,31,Seabirds,respiration,,1.877259989862293,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,30,Chondrichthyans,respiration,,0.11056498685985833,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,29,Catfish,respiration,,2.392649776875973,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,28,Sea robin,respiration,,5.501219892435063,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,27,Medium sciaenids,respiration,,1.1643633664778057,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,26,Medium demersal fish,respiration,,1.691949955340223,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,25,Conger,respiration,,0.03737500007264316,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,24,Butter fishes,respiration,,0.04559999830722809,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,23,Benthic elasmobranchs,respiration,,0.26649999954104403,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,22,Small demersal fish,respiration,,52.12566178592044,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,21,Flatfish,respiration,,0.032933328791459326,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,20,Large hake,respiration,,0.2301866422065105,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,19,Medium hake,respiration,,2.2334228062889565,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,18,Small hake,respiration,,7.5132654833794055,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,17,Other large pelagic fish,respiration,,5.131874904036522,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,16,Chub mackerel,respiration,,51.138500197172164,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,15,Horse mackerel,respiration,,38.68469851975442,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,14,Other small pelagic fish,respiration,,60.47253084182739,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,13,Other cephalopods,respiration,,6.68337774394638,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,12,Jumbo squid,respiration,,4.393266883297997,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,11,Mesopelagic fish,respiration,,112.63945023127795,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,10,Anchovy,respiration,,451.9528875350952,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,9,Sardine,respiration,,68.7231997189045,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,8,Macrobenthos,respiration,,157.53561532521235,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,7,Chrysaora plocamia,respiration,,181.13571720123292,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,6,Gelatinous zooplankton,respiration,,0.011915788175048105,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,5,Macrozooplankton,respiration,,679.4269049232475,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,4,Mesozooplankton,respiration,,993.3825302124023,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,3,Microzooplankton,respiration,,7626.931103515624,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,2,Dino/silicoflagellates,respiration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,1,Diatoms,respiration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,40,diet_import,catch,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,40,diet_import,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,39,Benthic detritus,biomass_accum,,-4340.9949724808885,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,38,Pelagic detritus,biomass_accum,,5090.259743360343,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,37,Fishery offal,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,36,Anchovy eggs,biomass_accum,,12.539441007952618,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,35,Leatherback turtle,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,34,Green sea turtle,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,33,Cetaceans,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,32,Pinnipeds,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,31,Seabirds,biomass_accum,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,30,Chondrichthyans,biomass_accum,,-8.368934885372159e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,29,Catfish,biomass_accum,,-1.2641717117567453e-09,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,28,Sea robin,biomass_accum,,1.3627743267186077e-08,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,27,Medium sciaenids,biomass_accum,,-3.671928067161545e-09,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,26,Medium demersal fish,biomass_accum,,-5.931251378932245e-09,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,25,Conger,biomass_accum,,-4.3169975379826406e-12,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,24,Butter fishes,biomass_accum,,-1.1297373106455844e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,23,Benthic elasmobranchs,biomass_accum,,1.0039960113283897e-09,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,22,Small demersal fish,biomass_accum,,2.2075238881313908e-07,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,21,Flatfish,biomass_accum,,-3.2522007916563345e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,20,Large hake,biomass_accum,,6.563194868358874e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,19,Medium hake,biomass_accum,,-1.1636262786662854e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,18,Small hake,biomass_accum,,-2.0513500065266754e-08,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,17,Other large pelagic fish,biomass_accum,,1.6857679314974394e-08,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,16,Chub mackerel,biomass_accum,,8.609310764295941e-08,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,15,Horse mackerel,biomass_accum,,-3.070525222970133e-09,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,14,Other small pelagic fish,biomass_accum,,-2.7266617586008124e-07,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,13,Other cephalopods,biomass_accum,,4.760033975870215e-07,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,12,Jumbo squid,biomass_accum,,3.392519598577337e-08,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,11,Mesopelagic fish,biomass_accum,,5.160332365861109e-07,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,10,Anchovy,biomass_accum,,-1.335086861331547e-05,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,9,Sardine,biomass_accum,,4.3501339064278e-07,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,8,Macrobenthos,biomass_accum,,2.6970030013728774e-06,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,7,Chrysaora plocamia,biomass_accum,,-1.1687490038270187e-10,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,6,Gelatinous zooplankton,biomass_accum,,-22.344262267919387,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,5,Macrozooplankton,biomass_accum,,33.08727827924042,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,4,Mesozooplankton,biomass_accum,,-9.335945615089031,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,3,Microzooplankton,biomass_accum,,8.150875510182232e-05,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,2,Dino/silicoflagellates,biomass_accum,,-0.00020353511217763298,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,1,Diatoms,biomass_accum,,-4.469409741242998,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,40,diet_import,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,39,Benthic detritus,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,38,Pelagic detritus,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,37,Fishery offal,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,36,Anchovy eggs,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,35,Leatherback turtle,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,34,Green sea turtle,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,33,Cetaceans,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,32,Pinnipeds,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,31,Seabirds,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,30,Chondrichthyans,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,29,Catfish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,28,Sea robin,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,27,Medium sciaenids,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,26,Medium demersal fish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,25,Conger,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,24,Butter fishes,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,23,Benthic elasmobranchs,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,22,Small demersal fish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,21,Flatfish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,20,Large hake,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,19,Medium hake,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,18,Small hake,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,17,Other large pelagic fish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,16,Chub mackerel,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,15,Horse mackerel,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,14,Other small pelagic fish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,13,Other cephalopods,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,12,Jumbo squid,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,11,Mesopelagic fish,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,10,Anchovy,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,9,Sardine,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,8,Macrobenthos,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,7,Chrysaora plocamia,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,6,Gelatinous zooplankton,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,5,Macrozooplankton,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,4,Mesozooplankton,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,3,Microzooplankton,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,2,Dino/silicoflagellates,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,1,Diatoms,net_migration,,0.0,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,39,Benthic detritus,diet_fraction_prey_40,,0.0,Frozen exporter normalize_DC=True; original rows retained in frozen input.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,38,Pelagic detritus,diet_fraction_prey_40,,0.0,Frozen exporter normalize_DC=True; original rows retained in frozen input.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,37,Fishery offal,diet_fraction_prey_40,,0.0,Frozen exporter normalize_DC=True; original rows retained in frozen input.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,36,Anchovy eggs,diet_fraction_prey_40,,0.0,Frozen exporter normalize_DC=True; original rows retained in frozen input.,,,
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,34,Green sea turtle,diet_fraction_prey_10,0.003,0.0029940119760479044,Frozen exporter normalize_DC=True; original rows retained in frozen input.,,,
